gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group A,master's degree,standard,none,74,82,84
male,group C,some high school,standard,none,73,67,60
female,group C,some college,standard,completed,58,60,68
male,group D,some college,standard,none,73,66,64
female,group C,some college,standard,none,57,68,69
male,group D,associate's degree,standard,none,88,90,88
female,group C,some college,free/reduced,completed,61,69,73
male,group D,some high school,standard,completed,75,69,67
male,group C,some high school,standard,none,86,85,74
female,group D,bachelor's degree,standard,none,77,90,97
male,group C,associate's degree,standard,none,61,64,56
male,group C,master's degree,standard,none,78,73,68
male,group C,some college,standard,completed,86,80,77
female,group B,some college,standard,completed,63,67,79
male,group C,some high school,standard,none,41,42,37
female,group C,high school,standard,none,39,59,55
male,group C,associate's degree,standard,completed,58,52,47
female,group D,associate's degree,free/reduced,none,62,75,77
male,group D,high school,free/reduced,none,36,35,30
male,group D,some high school,free/reduced,none,43,36,42
female,group E,bachelor's degree,standard,completed,75,72,76
female,group C,some high school,standard,none,58,57,64
female,group D,associate's degree,standard,none,80,83,85
female,group D,master's degree,free/reduced,completed,59,76,82
female,group D,some high school,free/reduced,none,75,87,78
female,group A,associate's degree,standard,none,50,64,57
male,group D,some college,standard,none,73,65,62
male,group D,bachelor's degree,standard,none,90,82,85
male,group B,master's degree,standard,none,94,89,90
male,group D,bachelor's degree,standard,none,67,72,70
female,group C,some high school,standard,none,62,71,69
female,group D,bachelor's degree,standard,completed,99,100,100
female,group E,high school,free/reduced,none,55,62,57
male,group B,some college,free/reduced,completed,81,90,86
male,group C,some college,free/reduced,completed,74,75,72
female,group C,some high school,standard,completed,86,88,89
female,group B,some high school,free/reduced,none,34,53,48
male,group E,master's degree,standard,none,89,79,81
female,group B,associate's degree,standard,completed,71,77,76
male,group D,bachelor's degree,standard,none,74,62,64
male,group B,some college,standard,completed,62,63,58
female,group E,high school,standard,none,83,91,88
female,group B,high school,free/reduced,completed,62,74,74
female,group C,associate's degree,free/reduced,none,41,51,52
female,group B,associate's degree,free/reduced,none,34,50,46
male,group B,high school,standard,none,45,32,27
male,group D,bachelor's degree,standard,none,73,68,71
female,group C,some college,free/reduced,completed,68,78,82
female,group C,some high school,standard,none,42,60,62
male,group C,high school,free/reduced,none,61,62,51
female,group D,high school,free/reduced,none,32,45,42
male,group E,some college,standard,completed,68,63,59
male,group B,master's degree,standard,completed,79,70,73
male,group B,high school,free/reduced,completed,64,67,62
male,group C,high school,standard,none,68,65,58
male,group D,associate's degree,free/reduced,none,65,65,63
female,group D,master's degree,standard,completed,65,66,71
male,group A,high school,free/reduced,completed,59,62,62
male,group E,master's degree,free/reduced,completed,67,72,70
female,group B,bachelor's degree,free/reduced,none,56,55,63
female,group C,associate's degree,free/reduced,completed,61,81,77
female,group D,master's degree,standard,none,67,72,74
female,group A,some high school,free/reduced,none,44,62,57
female,group B,bachelor's degree,free/reduced,none,23,38,43
female,group C,high school,standard,completed,46,47,56
female,group D,associate's degree,standard,none,49,53,61
male,group C,some high school,standard,completed,80,60,63
female,group E,some high school,standard,completed,88,89,92
male,group D,some high school,standard,completed,79,75,79
male,group D,some high school,free/reduced,none,24,36,26
female,group C,some college,standard,none,77,79,83
female,group B,associate's degree,standard,none,60,76,73
female,group E,some high school,standard,none,75,83,77
male,group C,associate's degree,free/reduced,none,66,64,63
male,group C,associate's degree,standard,none,63,48,48
female,group C,some high school,standard,completed,68,78,84
male,group C,associate's degree,standard,none,84,83,77
male,group C,high school,free/reduced,none,54,50,47
male,group C,some high school,standard,none,65,61,54
male,group E,associate's degree,standard,none,100,96,89
male,group C,master's degree,standard,none,77,76,71
female,group C,bachelor's degree,standard,none,60,66,67
female,group C,bachelor's degree,standard,completed,74,82,84
male,group B,bachelor's degree,free/reduced,none,63,61,58
female,group B,bachelor's degree,standard,none,44,56,50
male,group C,some high school,standard,none,80,76,75
female,group C,associate's degree,standard,none,55,73,69
female,group B,some college,standard,completed,80,87,87
male,group A,associate's degree,standard,completed,73,68,71
female,group B,associate's degree,standard,none,68,72,78
female,group B,some college,standard,completed,55,71,63
male,group C,high school,free/reduced,completed,38,51,45
female,group C,some high school,free/reduced,completed,70,77,78
male,group D,associate's degree,standard,completed,83,75,81
female,group C,high school,standard,completed,85,93,94
female,group D,associate's degree,standard,completed,86,98,97
female,group C,bachelor's degree,standard,completed,93,100,100
male,group D,some college,free/reduced,completed,83,92,87
male,group E,master's degree,standard,none,83,71,76
male,group D,some college,free/reduced,completed,37,49,47
male,group A,some high school,free/reduced,completed,49,52,53
female,group B,high school,standard,completed,60,75,73
female,group C,some college,standard,none,63,73,76
male,group C,bachelor's degree,free/reduced,completed,58,54,61
female,group E,some college,standard,none,76,79,76
male,group C,some high school,free/reduced,none,68,72,73
male,group C,associate's degree,standard,none,83,72,76
female,group B,some college,standard,none,71,71,78
female,group C,master's degree,free/reduced,completed,79,87,89
male,group D,high school,standard,completed,70,73,72
female,group A,high school,standard,completed,73,83,83
female,group D,high school,standard,none,65,80,86
male,group C,some college,standard,completed,81,73,74
male,group C,some college,standard,none,34,32,24
female,group B,high school,free/reduced,none,45,56,53
male,group A,associate's degree,standard,none,64,56,58
female,group D,associate's degree,free/reduced,none,50,61,61
male,group E,some high school,free/reduced,none,52,51,46
female,group D,some high school,free/reduced,none,61,75,72
female,group C,some high school,standard,none,64,71,73
female,group C,some high school,standard,none,70,79,77
male,group D,some college,standard,none,64,52,54
male,group D,some high school,standard,none,89,89,87
female,group D,associate's degree,standard,none,46,56,60
male,group D,bachelor's degree,standard,completed,70,67,74
male,group E,some high school,standard,none,75,53,54
female,group C,associate's degree,free/reduced,completed,43,64,61
male,group E,some college,standard,none,71,71,63
male,group D,high school,standard,completed,89,85,81
female,group C,high school,free/reduced,none,54,70,68
female,group C,some high school,free/reduced,none,43,56,54
female,group C,master's degree,standard,none,66,68,74
male,group E,high school,standard,completed,82,73,71
female,group D,some college,standard,completed,56,65,71
female,group B,some high school,standard,none,69,67,74
male,group E,bachelor's degree,standard,none,84,70,74
female,group B,some college,free/reduced,none,47,53,55
female,group E,some high school,standard,none,95,93,91
female,group D,some college,standard,none,49,57,61
female,group C,master's degree,free/reduced,completed,45,53,61
female,group E,high school,free/reduced,none,68,68,65
male,group C,bachelor's degree,standard,completed,80,80,77
female,group B,bachelor's degree,standard,completed,76,77,74
male,group B,some high school,free/reduced,completed,67,68,63
female,group D,high school,standard,none,60,73,69
female,group E,some high school,standard,completed,87,96,95
male,group D,some high school,standard,none,88,69,75
male,group B,associate's degree,free/reduced,none,45,46,45
female,group C,master's degree,standard,none,65,79,76
female,group C,some high school,free/reduced,none,28,54,44
male,group C,high school,standard,completed,83,82,77
male,group A,some college,standard,none,64,59,58
female,group C,some college,free/reduced,completed,56,76,73
male,group E,some college,standard,none,100,89,88
female,group B,master's degree,standard,none,60,69,71
female,group B,some college,standard,completed,57,56,63
male,group B,some high school,free/reduced,none,33,31,32
female,group D,high school,standard,completed,54,64,65
male,group D,bachelor's degree,standard,completed,70,63,62
